index,filename,dimensions,format
2596,6-3_output\fld\common\texture\s1f0_a0_plan1_d.dds,512x256,BC1_UNORM
2596,7-0_output\fld\common\texture\s1f0_a0_plan1_d.dds,512x256,BC7_UNORM
2597,6-3_output\fld\common\texture\s1f0_a1_kkyu1_d.dds,1024x1024,BC1_UNORM
2597,7-0_output\fld\common\texture\s1f0_a1_kkyu1_d.dds,1024x1024,BC7_UNORM
2598,6-3_output\fld\common\texture\s1f0_a1_lmp00_n.dds,256x256,BC3_UNORM
2598,7-0_output\fld\common\texture\s1f0_a1_lmp00_n.dds,256x256,BC7_UNORM
2599,6-3_output\fld\common\texture\s1f0_a3_limp1_n.dds,256x256,BC3_UNORM
2599,7-0_output\fld\common\texture\s1f0_a3_limp1_n.dds,256x256,BC7_UNORM
2600,6-3_output\fld\common\texture\s1f0_a3_limp2_n.dds,128x128,BC3_UNORM
2600,7-0_output\fld\common\texture\s1f0_a3_limp2_n.dds,128x128,BC7_UNORM
2601,6-3_output\fld\common\texture\s1f0_a3_plnt_d.dds,256x256,BC1_UNORM
2601,7-0_output\fld\common\texture\s1f0_a3_plnt_d.dds,256x256,BC7_UNORM
2602,6-3_output\fld\common\texture\s1f0_a8_cote1_d.dds,512x512,BC1_UNORM
2602,7-0_output\fld\common\texture\s1f0_a8_cote1_d.dds,512x512,BC7_UNORM
2603,6-3_output\fld\common\texture\s1f0_a8_cote2_d.dds,512x512,BC1_UNORM
2603,7-0_output\fld\common\texture\s1f0_a8_cote2_d.dds,512x512,BC7_UNORM
2604,6-3_output\fld\common\texture\s1f0_v0_clot1_n.dds,256x256,BC3_UNORM
2604,7-0_output\fld\common\texture\s1f0_v0_clot1_n.dds,256x256,BC7_UNORM
2605,6-3_output\fld\common\texture\s1f1_p1_ks01_d.dds,512x512,BC1_UNORM
2605,7-0_output\fld\common\texture\s1f1_p1_ks01_d.dds,512x512,BC7_UNORM
2606,6-3_output\fld\common\texture\s1f1_p1_ks03_d.dds,512x512,BC1_UNORM
2606,7-0_output\fld\common\texture\s1f1_p1_ks03_d.dds,512x512,BC7_UNORM
2607,6-3_output\fld\common\texture\s1f1_p1_ks04_d.dds,256x256,BC1_UNORM
2607,7-0_output\fld\common\texture\s1f1_p1_ks04_d.dds,256x256,BC7_UNORM
2608,6-3_output\fld\common\texture\s1f1_p1_ks05_d.dds,256x128,BC1_UNORM
2608,7-0_output\fld\common\texture\s1f1_p1_ks05_d.dds,256x128,BC7_UNORM
2609,6-3_output\fld\common\texture\s1f1_p1_ks06_d.dds,512x512,BC1_UNORM
2609,7-0_output\fld\common\texture\s1f1_p1_ks06_d.dds,512x512,BC7_UNORM
2610,6-3_output\fld\common\texture\s1f1_p1_ks07_d.dds,512x512,BC1_UNORM
2610,7-0_output\fld\common\texture\s1f1_p1_ks07_d.dds,512x512,BC7_UNORM
2611,6-3_output\fld\common\texture\s1f1_p1_low01_d.dds,512x512,BC1_UNORM
2611,7-0_output\fld\common\texture\s1f1_p1_low01_d.dds,512x512,BC7_UNORM
2612,6-3_output\fld\common\texture\s1f1_p1_low05_d.dds,256x256,BC1_UNORM
2612,7-0_output\fld\common\texture\s1f1_p1_low05_d.dds,256x256,BC7_UNORM
2613,6-3_output\fld\common\texture\s1f1_p1_low06_d.dds,128x64,BC1_UNORM
2613,7-0_output\fld\common\texture\s1f1_p1_low06_d.dds,128x64,BC7_UNORM
2614,6-3_output\fld\common\texture\s1f1_p1_low08_d.dds,64x64,BC1_UNORM
2614,7-0_output\fld\common\texture\s1f1_p1_low08_d.dds,64x64,BC7_UNORM
2615,6-3_output\fld\common\texture\s1f1_p1_mid01_d.dds,128x256,BC1_UNORM
2615,7-0_output\fld\common\texture\s1f1_p1_mid01_d.dds,128x256,BC7_UNORM
2616,6-3_output\fld\common\texture\w1f0_a0_cote2_d.dds,512x512,BC1_UNORM
2616,7-0_output\fld\common\texture\w1f0_a0_cote2_d.dds,512x512,BC7_UNORM
2619,6-3_output\fld\common\texture\w1f0_a0_oba00_n.dds,512x512,BC3_UNORM
2619,7-0_output\fld\common\texture\w1f0_a0_oba00_n.dds,512x512,BC7_UNORM
2620,6-3_output\fld\common\texture\w1f0_a0_pos01_d.dds,128x32,BC1_UNORM
2620,7-0_output\fld\common\texture\w1f0_a0_pos01_d.dds,128x32,BC7_UNORM
2621,6-3_output\fld\common\texture\w1f0_a0_pos02_d.dds,128x32,BC1_UNORM
2621,7-0_output\fld\common\texture\w1f0_a0_pos02_d.dds,128x32,BC7_UNORM
2622,6-3_output\fld\common\texture\w1f0_a0_pos03_d.dds,128x32,BC1_UNORM
2622,7-0_output\fld\common\texture\w1f0_a0_pos03_d.dds,128x32,BC7_UNORM
2623,6-3_output\fld\common\texture\w1f0_a0_pos04_d.dds,128x32,BC1_UNORM
2623,7-0_output\fld\common\texture\w1f0_a0_pos04_d.dds,128x32,BC7_UNORM
2624,6-3_output\fld\common\texture\w1f0_a0_pos05_d.dds,128x32,BC1_UNORM
2624,7-0_output\fld\common\texture\w1f0_a0_pos05_d.dds,128x32,BC7_UNORM
2625,6-3_output\fld\common\texture\w1f0_a0_pos06_d.dds,128x32,BC1_UNORM
2625,7-0_output\fld\common\texture\w1f0_a0_pos06_d.dds,128x32,BC7_UNORM
2626,6-3_output\fld\common\texture\w1f0_a0_pos07_d.dds,128x32,BC1_UNORM
2626,7-0_output\fld\common\texture\w1f0_a0_pos07_d.dds,128x32,BC7_UNORM
2627,6-3_output\fld\common\texture\w1f0_a0_pos08_d.dds,128x32,BC1_UNORM
2627,7-0_output\fld\common\texture\w1f0_a0_pos08_d.dds,128x32,BC7_UNORM
2628,6-3_output\fld\common\texture\w1f0_a0_pos09_d.dds,128x32,BC1_UNORM
2628,7-0_output\fld\common\texture\w1f0_a0_pos09_d.dds,128x32,BC7_UNORM
2629,6-3_output\fld\common\texture\w1f0_a0_pos10_d.dds,128x32,BC1_UNORM
2629,7-0_output\fld\common\texture\w1f0_a0_pos10_d.dds,128x32,BC7_UNORM
2630,6-3_output\fld\common\texture\w1f0_a0_pos11_d.dds,128x32,BC1_UNORM
2630,7-0_output\fld\common\texture\w1f0_a0_pos11_d.dds,128x32,BC7_UNORM
2631,6-3_output\fld\common\texture\w1f0_a0_pos12_d.dds,128x32,BC1_UNORM
2631,7-0_output\fld\common\texture\w1f0_a0_pos12_d.dds,128x32,BC7_UNORM
2632,6-3_output\fld\common\texture\w1f0_a0_pos13_d.dds,128x32,BC1_UNORM
2632,7-0_output\fld\common\texture\w1f0_a0_pos13_d.dds,128x32,BC7_UNORM
2633,6-3_output\fld\common\texture\w1f0_a0_pos14_d.dds,128x32,BC1_UNORM
2633,7-0_output\fld\common\texture\w1f0_a0_pos14_d.dds,128x32,BC7_UNORM
2634,6-3_output\fld\common\texture\w1f0_a0_pos15_d.dds,128x32,BC1_UNORM
2634,7-0_output\fld\common\texture\w1f0_a0_pos15_d.dds,128x32,BC7_UNORM
2635,6-3_output\fld\common\texture\w1f0_a0_pos16_d.dds,128x32,BC1_UNORM
2635,7-0_output\fld\common\texture\w1f0_a0_pos16_d.dds,128x32,BC7_UNORM
2636,6-3_output\fld\common\texture\w1f0_a0_pos17_d.dds,128x32,BC1_UNORM
2636,7-0_output\fld\common\texture\w1f0_a0_pos17_d.dds,128x32,BC7_UNORM
2637,6-3_output\fld\common\texture\w1f0_a0_pos18_d.dds,128x32,BC1_UNORM
2637,7-0_output\fld\common\texture\w1f0_a0_pos18_d.dds,128x32,BC7_UNORM
2638,6-3_output\fld\common\texture\w1f0_a0_pos19_d.dds,128x32,BC1_UNORM
2638,7-0_output\fld\common\texture\w1f0_a0_pos19_d.dds,128x32,BC7_UNORM
2643,6-3_output\fld\common\texture\w1f0_a0_win01_n.dds,256x128,BC3_UNORM
2643,7-0_output\fld\common\texture\w1f0_a0_win01_n.dds,256x128,BC7_UNORM
2646,6-3_output\fld\common\texture\w1f0_a3_fnie0_d.dds,256x256,BC1_UNORM
2646,7-0_output\fld\common\texture\w1f0_a3_fnie0_d.dds,256x256,BC7_UNORM
2647,6-3_output\fld\common\texture\w1f0_b0_stbl1_n.dds,1024x1024,BC3_UNORM
2647,7-0_output\fld\common\texture\w1f0_b0_stbl1_n.dds,1024x1024,BC7_UNORM
2648,6-3_output\fld\common\texture\w1f0_b0_stbl3_n.dds,512x512,BC3_UNORM
2648,7-0_output\fld\common\texture\w1f0_b0_stbl3_n.dds,512x512,BC7_UNORM
2649,6-3_output\fld\common\texture\w1f0_p0_leaf6_d.dds,512x512,BC1_UNORM
2649,7-0_output\fld\common\texture\w1f0_p0_leaf6_d.dds,512x512,BC7_UNORM
2650,6-3_output\fld\common\texture\w1f0_p0_plnt1_d.dds,512x256,BC1_UNORM
2650,7-0_output\fld\common\texture\w1f0_p0_plnt1_d.dds,512x256,BC7_UNORM
2651,6-3_output\fld\common\texture\w1f0_p0_plnt3_d.dds,128x256,BC1_UNORM
2651,7-0_output\fld\common\texture\w1f0_p0_plnt3_d.dds,128x256,BC7_UNORM
2652,6-3_output\fld\common\texture\w1f0_p0_plnt4_d.dds,256x512,BC1_UNORM
2652,7-0_output\fld\common\texture\w1f0_p0_plnt4_d.dds,256x512,BC7_UNORM
2653,6-3_output\fld\common\texture\w1f0_p0_plnt5_d.dds,256x512,BC1_UNORM
2653,7-0_output\fld\common\texture\w1f0_p0_plnt5_d.dds,256x512,BC7_UNORM
2654,6-3_output\fld\common\texture\w1f0_p0_plnt6_d.dds,512x512,BC1_UNORM
2654,7-0_output\fld\common\texture\w1f0_p0_plnt6_d.dds,512x512,BC7_UNORM
2655,6-3_output\fld\common\texture\w1f0_p0_sabo2_d.dds,512x512,BC1_UNORM
2655,7-0_output\fld\common\texture\w1f0_p0_sabo2_d.dds,512x512,BC7_UNORM
2656,6-3_output\fld\common\texture\w1f0_p0_sbo1b_d.dds,128x256,BC1_UNORM
2656,7-0_output\fld\common\texture\w1f0_p0_sbo1b_d.dds,128x256,BC7_UNORM
2658,6-3_output\fld\common\texture\_f1f0_u1_mete1_d.dds,1024x512,BC1_UNORM
2658,7-0_output\fld\common\texture\_f1f0_u1_mete1_d.dds,1024x512,BC7_UNORM
2659,6-3_output\fld\common\texture\_f1f0_u1_mete1_n.dds,512x256,BC3_UNORM
2659,7-0_output\fld\common\texture\_f1f0_u1_mete1_n.dds,512x256,BC7_UNORM
2660,6-3_output\fld\common\texture\_f1f0_u1_mete2_d.dds,1024x512,BC1_UNORM
2660,7-0_output\fld\common\texture\_f1f0_u1_mete2_d.dds,1024x512,BC7_UNORM
2661,6-3_output\fld\common\texture\_f1f0_u1_mete2_n.dds,512x256,BC3_UNORM
2661,7-0_output\fld\common\texture\_f1f0_u1_mete2_n.dds,512x256,BC7_UNORM
2662,6-3_output\fld\common\texture\_f1f0_u1_mete3_d.dds,512x256,BC1_UNORM
2662,7-0_output\fld\common\texture\_f1f0_u1_mete3_d.dds,512x256,BC7_UNORM
2663,6-3_output\fld\common\texture\_s1f0_a0_hachi_d.dds,256x128,BC1_UNORM
2663,7-0_output\fld\common\texture\_s1f0_a0_hachi_d.dds,256x128,BC7_UNORM
2664,6-3_output\fld\common\texture\_s1f0_a0_plan2_d.dds,256x128,BC1_UNORM
2664,7-0_output\fld\common\texture\_s1f0_a0_plan2_d.dds,256x128,BC7_UNORM
2665,6-3_output\fld\common\texture\_s1f0_p1_tre01_d.dds,1024x1024,BC1_UNORM
2665,7-0_output\fld\common\texture\_s1f0_p1_tre01_d.dds,1024x1024,BC7_UNORM
2666,6-3_output\fld\common\texture\_s1f1_p1_low13_d.dds,128x64,BC1_UNORM
2666,7-0_output\fld\common\texture\_s1f1_p1_low13_d.dds,128x64,BC7_UNORM
2667,6-3_output\fld\common\texture\_w1f0_p0_leaf1_d.dds,1024x512,BC1_UNORM
2667,7-0_output\fld\common\texture\_w1f0_p0_leaf1_d.dds,1024x512,BC7_UNORM
2668,6-3_output\fld\common\texture\_w1f0_p0_leaf2_d.dds,512x512,BC1_UNORM
2668,7-0_output\fld\common\texture\_w1f0_p0_leaf2_d.dds,512x512,BC7_UNORM
2669,6-3_output\fld\common\texture\_w1f0_p0_leaf3_d.dds,1024x512,BC1_UNORM
2669,7-0_output\fld\common\texture\_w1f0_p0_leaf3_d.dds,1024x512,BC7_UNORM
2670,6-3_output\fld\common\texture\_w1f0_p0_leaf5_d.dds,1024x1024,BC1_UNORM
2670,7-0_output\fld\common\texture\_w1f0_p0_leaf5_d.dds,1024x1024,BC7_UNORM
2671,6-3_output\fld\common\texture\_w1f0_p0_leaf7_d.dds,256x128,BC1_UNORM
2671,7-0_output\fld\common\texture\_w1f0_p0_leaf7_d.dds,256x128,BC7_UNORM
2674,6-3_output\fld\d2f1\texture\d2f1_i0_bari1_n.dds,1024x512,BC3_UNORM
2674,7-0_output\fld\d2f1\texture\d2f1_i0_bari1_n.dds,1024x512,BC7_UNORM
2675,6-3_output\fld\d2f1\texture\d2f1_i0_che1a_d.dds,128x128,BC1_UNORM
2675,7-0_output\fld\d2f1\texture\d2f1_i0_che1a_d.dds,128x128,BC7_UNORM
2676,6-3_output\fld\d2f1\texture\d2f1_i0_cho1_d.dds,512x512,BC1_UNORM
2676,7-0_output\fld\d2f1\texture\d2f1_i0_cho1_d.dds,512x512,BC7_UNORM
2677,6-3_output\fld\d2f1\texture\d2f1_i0_door1_n.dds,512x512,BC3_UNORM
2677,7-0_output\fld\d2f1\texture\d2f1_i0_door1_n.dds,512x512,BC7_UNORM
2680,6-3_output\fld\d2f1\texture\d2f1_i0_kabe2_n.dds,512x512,BC3_UNORM
2680,7-0_output\fld\d2f1\texture\d2f1_i0_kabe2_n.dds,512x512,BC7_UNORM
2681,6-3_output\fld\d2f1\texture\d2f1_i1_tnt02_d.dds,256x256,BC1_UNORM
2681,7-0_output\fld\d2f1\texture\d2f1_i1_tnt02_d.dds,256x256,BC7_UNORM
2682,6-3_output\fld\d2f1\texture\d2f1_o0_ston1_n.dds,1024x1024,BC1_UNORM
2682,7-0_output\fld\d2f1\texture\d2f1_o0_ston1_n.dds,1024x1024,BC7_UNORM
2685,6-3_output\fld\d2f1\texture\d2f1_p2_giza1_d.dds,256x512,BC1_UNORM
2685,7-0_output\fld\d2f1\texture\d2f1_p2_giza1_d.dds,256x512,BC7_UNORM
2686,6-3_output\fld\d2f1\texture\d2f1_p2_watp1_d.dds,512x512,BC1_UNORM
2686,7-0_output\fld\d2f1\texture\d2f1_p2_watp1_d.dds,512x512,BC7_UNORM
2701,6-3_output\fld\d2f1\texture\d2f1_v0_nuno2_d.dds,256x256,BC1_UNORM
2701,7-0_output\fld\d2f1\texture\d2f1_v0_nuno2_d.dds,256x256,BC7_UNORM
2702,6-3_output\fld\d2f1\texture\d2f1_v0_nuno2_n.dds,256x256,BC3_UNORM
2702,7-0_output\fld\d2f1\texture\d2f1_v0_nuno2_n.dds,256x256,BC7_UNORM
2703,6-3_output\fld\d2f1\texture\d2f1_v0_sym1_d.dds,256x256,BC1_UNORM
2703,7-0_output\fld\d2f1\texture\d2f1_v0_sym1_d.dds,256x256,BC7_UNORM
2704,6-3_output\fld\d2f1\texture\d2f1_v0_win1_n.dds,128x128,BC3_UNORM
2704,7-0_output\fld\d2f1\texture\d2f1_v0_win1_n.dds,128x128,BC7_UNORM
2705,6-3_output\fld\d2f1\texture\d2f1_v0_win2_n.dds,256x256,BC3_UNORM
2705,7-0_output\fld\d2f1\texture\d2f1_v0_win2_n.dds,256x256,BC7_UNORM
2706,6-3_output\fld\d2f1\texture\_d2f1_p0_leaf1_d.dds,1024x512,BC1_UNORM
2706,7-0_output\fld\d2f1\texture\_d2f1_p0_leaf1_d.dds,1024x512,BC7_UNORM
2707,6-3_output\fld\d2f1\texture\_d2f1_p1_leaf1_d.dds,1024x1024,BC1_UNORM
2707,7-0_output\fld\d2f1\texture\_d2f1_p1_leaf1_d.dds,1024x1024,BC7_UNORM
2708,6-3_output\fld\d2f1\texture\_d2f1_p1_leaf2_d.dds,512x512,BC1_UNORM
2708,7-0_output\fld\d2f1\texture\_d2f1_p1_leaf2_d.dds,512x512,BC7_UNORM
2709,6-3_output\fld\d2f1\texture\_d2f1_p1_leaf3_d.dds,512x256,BC1_UNORM
2709,7-0_output\fld\d2f1\texture\_d2f1_p1_leaf3_d.dds,512x256,BC7_UNORM
2710,6-3_output\fld\d2f1\texture\_d2f1_p1_leaf4_d.dds,1024x1024,BC1_UNORM
2710,7-0_output\fld\d2f1\texture\_d2f1_p1_leaf4_d.dds,1024x1024,BC7_UNORM
2711,6-3_output\fld\d2f1\texture\_d2f1_p1_leaf5_d.dds,256x512,BC3_UNORM
2711,7-0_output\fld\d2f1\texture\_d2f1_p1_leaf5_d.dds,256x512,BC7_UNORM
2714,6-3_output\fld\d2f2\grass\_grass4.dds,2048x512,BC1_UNORM
2714,7-0_output\fld\d2f2\grass\_grass4.dds,2048x512,BC7_UNORM
2715,6-3_output\fld\d2f2\texture\d2f2_a0_fenl1_d.dds,512x512,BC1_UNORM
2715,7-0_output\fld\d2f2\texture\d2f2_a0_fenl1_d.dds,512x512,BC7_UNORM
2716,6-3_output\fld\d2f2\texture\d2f2_al_door1_n.dds,256x512,BC3_UNORM
2716,7-0_output\fld\d2f2\texture\d2f2_al_door1_n.dds,256x512,BC7_UNORM
2717,6-3_output\fld\d2f2\texture\d2f2_al_gear1_d.dds,128x128,BC1_UNORM
2717,7-0_output\fld\d2f2\texture\d2f2_al_gear1_d.dds,128x128,BC7_UNORM
2718,6-3_output\fld\d2f2\texture\d2f2_al_met04_n.dds,256x256,BC3_UNORM
2718,7-0_output\fld\d2f2\texture\d2f2_al_met04_n.dds,256x256,BC7_UNORM
2719,6-3_output\fld\d2f2\texture\d2f2_al_met09_n.dds,1024x1024,BC3_UNORM
2719,7-0_output\fld\d2f2\texture\d2f2_al_met09_n.dds,1024x1024,BC7_UNORM
2720,6-3_output\fld\d2f2\texture\d2f2_al_met10_d.dds,64x64,BC1_UNORM
2720,7-0_output\fld\d2f2\texture\d2f2_al_met10_d.dds,64x64,BC7_UNORM
2721,6-3_output\fld\d2f2\texture\d2f2_b0_glass1_n.dds,256x512,BC3_UNORM
2721,7-0_output\fld\d2f2\texture\d2f2_b0_glass1_n.dds,256x512,BC7_UNORM
2722,6-3_output\fld\d2f2\texture\d2f2_l0_mozi1_d.dds,512x512,BC1_UNORM
2722,7-0_output\fld\d2f2\texture\d2f2_l0_mozi1_d.dds,512x512,BC7_UNORM
2723,6-3_output\fld\d2f2\texture\d2f2_l0_mozi2_d.dds,512x512,BC1_UNORM
2723,7-0_output\fld\d2f2\texture\d2f2_l0_mozi2_d.dds,512x512,BC7_UNORM
2724,6-3_output\fld\d2f2\texture\d2f2_l0_mozi2_n.dds,512x512,BC3_UNORM
2724,7-0_output\fld\d2f2\texture\d2f2_l0_mozi2_n.dds,512x512,BC7_UNORM
2726,6-3_output\fld\d2f2\texture\d2f2_l2_met02_d.dds,512x512,BC1_UNORM
2726,7-0_output\fld\d2f2\texture\d2f2_l2_met02_d.dds,512x512,BC7_UNORM
2727,6-3_output\fld\d2f2\texture\d2f2_l2_obj01_n.dds,1024x1024,BC3_UNORM
2727,7-0_output\fld\d2f2\texture\d2f2_l2_obj01_n.dds,1024x1024,BC7_UNORM
2728,6-3_output\fld\d2f2\texture\d2f2_l3_ston2_n.dds,256x512,BC3_UNORM
2728,7-0_output\fld\d2f2\texture\d2f2_l3_ston2_n.dds,256x512,BC7_UNORM
2730,6-3_output\fld\d2f2\texture\d2f2_l4_leaf1_d.dds,512x512,BC1_UNORM
2730,7-0_output\fld\d2f2\texture\d2f2_l4_leaf1_d.dds,512x512,BC7_UNORM
2731,6-3_output\fld\d2f2\texture\d2f2_l4_tuta1_d.dds,512x512,BC1_UNORM
2731,7-0_output\fld\d2f2\texture\d2f2_l4_tuta1_d.dds,512x512,BC7_UNORM
2732,6-3_output\fld\d2f2\texture\d2f2_l4_tuta1_n.dds,512x512,BC3_UNORM
2732,7-0_output\fld\d2f2\texture\d2f2_l4_tuta1_n.dds,512x512,BC7_UNORM
2735,6-3_output\fld\d2f2\texture\d2f2_lv_aet02_n.dds,512x512,BC3_UNORM
2735,7-0_output\fld\d2f2\texture\d2f2_lv_aet02_n.dds,512x512,BC7_UNORM
2736,6-3_output\fld\d2f2\texture\d2f2_p0_glas1_d.dds,512x128,BC1_UNORM
2736,7-0_output\fld\d2f2\texture\d2f2_p0_glas1_d.dds,512x128,BC7_UNORM
2737,6-3_output\fld\d2f2\texture\d2f2_p1_mus02_n.dds,256x512,BC3_UNORM
2737,7-0_output\fld\d2f2\texture\d2f2_p1_mus02_n.dds,256x512,BC7_UNORM
2738,6-3_output\fld\d2f2\texture\d2f2_p3_brn01_d.dds,256x512,BC1_UNORM
2738,7-0_output\fld\d2f2\texture\d2f2_p3_brn01_d.dds,256x512,BC7_UNORM
2739,6-3_output\fld\d2f2\texture\d2f2_p3_lef01_d.dds,512x1024,BC1_UNORM
2739,7-0_output\fld\d2f2\texture\d2f2_p3_lef01_d.dds,512x1024,BC7_UNORM
2740,6-3_output\fld\d2f2\texture\d2f2_p3_lod01_d.dds,512x512,BC1_UNORM
2740,7-0_output\fld\d2f2\texture\d2f2_p3_lod01_d.dds,512x512,BC7_UNORM
2741,6-3_output\fld\d2f2\texture\d2f2_pb_plt02_d.dds,1024x512,BC1_UNORM
2741,7-0_output\fld\d2f2\texture\d2f2_pb_plt02_d.dds,1024x512,BC7_UNORM
2742,6-3_output\fld\d2f2\texture\d2f2_pc_plt01_d.dds,512x512,BC1_UNORM
2742,7-0_output\fld\d2f2\texture\d2f2_pc_plt01_d.dds,512x512,BC7_UNORM
2743,6-3_output\fld\d2f2\texture\d2f2_pe_plt01_d.dds,1024x512,BC1_UNORM
2743,7-0_output\fld\d2f2\texture\d2f2_pe_plt01_d.dds,1024x512,BC7_UNORM
2752,6-3_output\fld\d2f2\texture\d2f2_t1_rock3_n.dds,1024x1024,BC3_UNORM
2752,7-0_output\fld\d2f2\texture\d2f2_t1_rock3_n.dds,1024x1024,BC7_UNORM
2755,6-3_output\fld\d2f2\texture\d2f2_t6_g0003_d.dds,128x128,BC1_UNORM
2755,7-0_output\fld\d2f2\texture\d2f2_t6_g0003_d.dds,128x128,BC7_UNORM
2756,6-3_output\fld\d2f2\texture\d2f2_t6_plt01_d.dds,1024x512,BC1_UNORM
2756,7-0_output\fld\d2f2\texture\d2f2_t6_plt01_d.dds,1024x512,BC7_UNORM
2757,6-3_output\fld\d2f2\texture\d2f2_t6_plt02_d.dds,512x512,BC1_UNORM
2757,7-0_output\fld\d2f2\texture\d2f2_t6_plt02_d.dds,512x512,BC7_UNORM
2758,6-3_output\fld\d2f2\texture\d2f2_t6_plt03_d.dds,512x512,BC1_UNORM
2758,7-0_output\fld\d2f2\texture\d2f2_t6_plt03_d.dds,512x512,BC7_UNORM
2759,6-3_output\fld\d2f2\texture\d2f2_t6_plt04_d.dds,512x512,BC1_UNORM
2759,7-0_output\fld\d2f2\texture\d2f2_t6_plt04_d.dds,512x512,BC7_UNORM
2760,6-3_output\fld\d2f2\texture\d2f2_t6_plt05_d.dds,256x512,BC1_UNORM
2760,7-0_output\fld\d2f2\texture\d2f2_t6_plt05_d.dds,256x512,BC7_UNORM
2761,6-3_output\fld\d2f2\texture\d2f2_t6_plt06_d.dds,256x512,BC1_UNORM
2761,7-0_output\fld\d2f2\texture\d2f2_t6_plt06_d.dds,256x512,BC7_UNORM
2762,6-3_output\fld\d2f2\texture\d2f2_t6_plt07_d.dds,256x512,BC1_UNORM
2762,7-0_output\fld\d2f2\texture\d2f2_t6_plt07_d.dds,256x512,BC7_UNORM
2763,6-3_output\fld\d2f2\texture\d2f2_t6_plt08_d.dds,512x512,BC1_UNORM
2763,7-0_output\fld\d2f2\texture\d2f2_t6_plt08_d.dds,512x512,BC7_UNORM
2764,6-3_output\fld\d2f2\texture\d2f2_t6_tree1_n.dds,256x512,BC3_UNORM
2764,7-0_output\fld\d2f2\texture\d2f2_t6_tree1_n.dds,256x512,BC7_UNORM
2765,6-3_output\fld\d2f2\texture\d2f2_v1_aonot_d.dds,512x512,BC1_UNORM
2765,7-0_output\fld\d2f2\texture\d2f2_v1_aonot_d.dds,512x512,BC7_UNORM
2766,6-3_output\fld\d2f2\texture\d2f2_v1_unt31_n.dds,128x128,BC3_UNORM
2766,7-0_output\fld\d2f2\texture\d2f2_v1_unt31_n.dds,128x128,BC7_UNORM
2767,6-3_output\fld\d2f2\texture\d2f2_v1_unt51_n.dds,512x512,BC3_UNORM
2767,7-0_output\fld\d2f2\texture\d2f2_v1_unt51_n.dds,512x512,BC7_UNORM
2773,6-3_output\fld\d2f3\texture\d2f3_c1_wall2_n.dds,512x512,BC3_UNORM
2773,7-0_output\fld\d2f3\texture\d2f3_c1_wall2_n.dds,512x512,BC7_UNORM
2776,6-3_output\fld\d2f3\texture\d2f3_m1_ligh1_d.dds,256x256,BC1_UNORM
2776,7-0_output\fld\d2f3\texture\d2f3_m1_ligh1_d.dds,256x256,BC7_UNORM
2777,6-3_output\fld\d2f3\texture\d2f3_m1_obj01_d.dds,512x512,BC1_UNORM
2777,7-0_output\fld\d2f3\texture\d2f3_m1_obj01_d.dds,512x512,BC7_UNORM
2778,6-3_output\fld\d2f3\texture\d2f3_n4_visk1_d.dds,256x256,BC1_UNORM
2778,7-0_output\fld\d2f3\texture\d2f3_n4_visk1_d.dds,256x256,BC7_UNORM
2779,6-3_output\fld\d2f3\texture\d2f3_p1_popo1_d.dds,128x256,BC1_UNORM
2779,7-0_output\fld\d2f3\texture\d2f3_p1_popo1_d.dds,128x256,BC7_UNORM
2781,6-3_output\fld\d2f3\texture\d2f3_r1_wall1_n.dds,512x512,BC3_UNORM
2781,7-0_output\fld\d2f3\texture\d2f3_r1_wall1_n.dds,512x512,BC7_UNORM
2796,6-3_output\fld\d2f3\texture\_d2f3_n2_flag1_d.dds,512x256,BC1_UNORM
2796,7-0_output\fld\d2f3\texture\_d2f3_n2_flag1_d.dds,512x256,BC7_UNORM
2797,6-3_output\fld\d2f3\texture\_d2f3_p1_bark2_d.dds,512x512,BC1_UNORM
2797,7-0_output\fld\d2f3\texture\_d2f3_p1_bark2_d.dds,512x512,BC7_UNORM
2798,6-3_output\fld\d2f3\texture\_d2f3_p1_plan1_d.dds,1024x1024,BC1_UNORM
2798,7-0_output\fld\d2f3\texture\_d2f3_p1_plan1_d.dds,1024x1024,BC7_UNORM
2799,6-3_output\fld\d2f3\texture\_d2f3_p1_plan2_d.dds,256x512,BC1_UNORM
2799,7-0_output\fld\d2f3\texture\_d2f3_p1_plan2_d.dds,256x512,BC7_UNORM
2800,6-3_output\fld\d2f3\texture\_d2f3_p1_popo2_d.dds,256x256,BC1_UNORM
2800,7-0_output\fld\d2f3\texture\_d2f3_p1_popo2_d.dds,256x256,BC7_UNORM
2801,6-3_output\fld\d2f3\texture\_d2f3_t1_burn2_d.dds,512x512,BC1_UNORM
2801,7-0_output\fld\d2f3\texture\_d2f3_t1_burn2_d.dds,512x512,BC7_UNORM
2802,6-3_output\fld\d2fa\texture\d2fa_v0_win1_n.dds,128x128,BC3_UNORM
2802,7-0_output\fld\d2fa\texture\d2fa_v0_win1_n.dds,128x128,BC7_UNORM
2804,6-3_output\fld\e3f1\grass\_grass2.dds,2048x512,BC1_UNORM
2804,7-0_output\fld\e3f1\grass\_grass2.dds,2048x512,BC7_UNORM
2805,6-3_output\fld\e3f1\texture\e3f1_a1_cho02_d.dds,256x256,BC1_UNORM
2805,7-0_output\fld\e3f1\texture\e3f1_a1_cho02_d.dds,256x256,BC7_UNORM
2806,6-3_output\fld\e3f1\texture\e3f1_a1_itm01_d.dds,512x512,BC1_UNORM
