index,filename,dimensions,format
187,7-0_output\bah\common\texture\s1b0_b1_flor1_n.dds,1024x1024,BC7_UNORM
188,6-3_output\bah\common\texture\s1b0_b1_flor2_n.dds,1024x1024,BC3_UNORM
188,7-0_output\bah\common\texture\s1b0_b1_flor2_n.dds,1024x1024,BC7_UNORM
189,6-3_output\bah\common\texture\s1b0_b1_metl1_d.dds,256x256,BC1_UNORM
189,7-0_output\bah\common\texture\s1b0_b1_metl1_d.dds,256x256,BC7_UNORM
190,6-3_output\bah\common\texture\s1b1_b1_metl2_n.dds,256x256,BC3_UNORM
190,7-0_output\bah\common\texture\s1b1_b1_metl2_n.dds,256x256,BC7_UNORM
191,6-3_output\bah\common\texture\w1b0_m1_flor1_n.dds,1024x1024,BC3_UNORM
191,7-0_output\bah\common\texture\w1b0_m1_flor1_n.dds,1024x1024,BC7_UNORM
192,6-3_output\bah\common\texture\w1b0_m1_meta2_n.dds,1024x1024,BC3_UNORM
192,7-0_output\bah\common\texture\w1b0_m1_meta2_n.dds,1024x1024,BC7_UNORM
193,6-3_output\bah\common\texture\w1b0_m1_metl2_n.dds,256x256,BC3_UNORM
193,7-0_output\bah\common\texture\w1b0_m1_metl2_n.dds,256x256,BC7_UNORM
194,6-3_output\bah\common\texture\w1b0_t1_grnd2_n.dds,1024x1024,BC3_UNORM
194,7-0_output\bah\common\texture\w1b0_t1_grnd2_n.dds,1024x1024,BC7_UNORM
195,6-3_output\bah\common\texture\w1b1_b5_lod01_d.dds,512x512,BC1_UNORM
195,7-0_output\bah\common\texture\w1b1_b5_lod01_d.dds,512x512,BC7_UNORM
196,6-3_output\bah\common\texture\w1b1_b5_lod02_d.dds,256x512,BC1_UNORM
196,7-0_output\bah\common\texture\w1b1_b5_lod02_d.dds,256x512,BC7_UNORM
197,6-3_output\bah\common\texture\w1b2_a1_wal01_n.dds,2048x2048,BC3_UNORM
197,7-0_output\bah\common\texture\w1b2_a1_wal01_n.dds,2048x2048,BC7_UNORM
198,6-3_output\bah\common\texture\w1b4_m1_base1_d.dds,256x256,BC1_UNORM
198,7-0_output\bah\common\texture\w1b4_m1_base1_d.dds,256x256,BC7_UNORM
199,6-3_output\bah\common\texture\w1b4_m1_eda01_d.dds,1024x1024,BC1_UNORM
199,7-0_output\bah\common\texture\w1b4_m1_eda01_d.dds,1024x1024,BC7_UNORM
200,6-3_output\bah\common\texture\w1b4_m1_eda02_d.dds,1024x1024,BC1_UNORM
200,7-0_output\bah\common\texture\w1b4_m1_eda02_d.dds,1024x1024,BC7_UNORM
201,6-3_output\bah\common\texture\w1b4_m1_liin1_d.dds,2048x2048,BC1_UNORM
201,7-0_output\bah\common\texture\w1b4_m1_liin1_d.dds,2048x2048,BC7_UNORM
202,6-3_output\bah\common\texture\w1b4_m1_liin2_d.dds,2048x2048,BC1_UNORM
202,7-0_output\bah\common\texture\w1b4_m1_liin2_d.dds,2048x2048,BC7_UNORM
203,6-3_output\bah\common\texture\w1b4_m1_liin3_d.dds,2048x2048,BC1_UNORM
203,7-0_output\bah\common\texture\w1b4_m1_liin3_d.dds,2048x2048,BC7_UNORM
204,6-3_output\bah\common\texture\w1b4_m1_liou1_d.dds,2048x2048,BC1_UNORM
204,7-0_output\bah\common\texture\w1b4_m1_liou1_d.dds,2048x2048,BC7_UNORM
205,6-3_output\bah\common\texture\w1b4_m1_liou2_d.dds,2048x2048,BC1_UNORM
205,7-0_output\bah\common\texture\w1b4_m1_liou2_d.dds,2048x2048,BC7_UNORM
206,6-3_output\bah\common\texture\w1b4_m1_liou3_d.dds,2048x2048,BC1_UNORM
206,7-0_output\bah\common\texture\w1b4_m1_liou3_d.dds,2048x2048,BC7_UNORM
207,6-3_output\bah\common\texture\w1b4_m1_liou4_d.dds,2048x2048,BC1_UNORM
207,7-0_output\bah\common\texture\w1b4_m1_liou4_d.dds,2048x2048,BC7_UNORM
208,6-3_output\bah\common\texture\_f1b1_p1_plan1_d.dds,1024x2048,BC1_UNORM
208,7-0_output\bah\common\texture\_f1b1_p1_plan1_d.dds,1024x2048,BC7_UNORM
209,6-3_output\bah\common\texture\_f1b2_u1_mete1_d.dds,512x512,BC1_UNORM
209,7-0_output\bah\common\texture\_f1b2_u1_mete1_d.dds,512x512,BC7_UNORM
210,6-3_output\bah\common\texture\_f1b3_b1_maho1_d.dds,1024x1024,BC3_UNORM
210,7-0_output\bah\common\texture\_f1b3_b1_maho1_d.dds,1024x1024,BC7_UNORM
211,6-3_output\bah\common\texture\_f1b3_b1_maho2_d.dds,1024x1024,BC3_UNORM
211,7-0_output\bah\common\texture\_f1b3_b1_maho2_d.dds,1024x1024,BC7_UNORM
212,6-3_output\bah\common\texture\_f1b3_b1_maho3_d.dds,1024x1024,BC3_UNORM
212,7-0_output\bah\common\texture\_f1b3_b1_maho3_d.dds,1024x1024,BC7_UNORM
213,6-3_output\bah\common\texture\_f1b3_b1_maho4_d.dds,1024x1024,BC3_UNORM
213,7-0_output\bah\common\texture\_f1b3_b1_maho4_d.dds,1024x1024,BC7_UNORM
214,6-3_output\bah\common\texture\_f1b5_b1_bah01_n.dds,1024x1024,BC3_UNORM
214,7-0_output\bah\common\texture\_f1b5_b1_bah01_n.dds,1024x1024,BC7_UNORM
215,6-3_output\bah\common\texture\_f1b5_b1_bah03_d.dds,512x512,BC1_UNORM
215,7-0_output\bah\common\texture\_f1b5_b1_bah03_d.dds,512x512,BC7_UNORM
216,6-3_output\bah\common\texture\_f1b5_b1_bah04_d.dds,1024x2048,BC1_UNORM
216,7-0_output\bah\common\texture\_f1b5_b1_bah04_d.dds,1024x2048,BC7_UNORM
217,6-3_output\bah\common\texture\_w1b0_b0_bah03_d.dds,1024x1024,BC1_UNORM
217,7-0_output\bah\common\texture\_w1b0_b0_bah03_d.dds,1024x1024,BC7_UNORM
218,6-3_output\bah\common\texture\_w1b0_b0_bah04_d.dds,1024x2048,BC1_UNORM
218,7-0_output\bah\common\texture\_w1b0_b0_bah04_d.dds,1024x2048,BC7_UNORM
219,6-3_output\bah\common\texture\_w1b0_b0_bah05_n.dds,64x256,BC3_UNORM
219,7-0_output\bah\common\texture\_w1b0_b0_bah05_n.dds,64x256,BC7_UNORM
220,6-3_output\bah\f1bz\texture\f1bz_b1_flor1_n.dds,1024x1024,BC3_UNORM
220,7-0_output\bah\f1bz\texture\f1bz_b1_flor1_n.dds,1024x1024,BC7_UNORM
221,6-3_output\bah\f1bz\texture\f1bz_b1_flor2_n.dds,1024x1024,BC3_UNORM
221,7-0_output\bah\f1bz\texture\f1bz_b1_flor2_n.dds,1024x1024,BC7_UNORM
222,6-3_output\bah\f1bz\texture\f1bz_b1_metl2_n.dds,256x256,BC3_UNORM
222,7-0_output\bah\f1bz\texture\f1bz_b1_metl2_n.dds,256x256,BC7_UNORM
223,6-3_output\bah\f1bz\texture\f1bz_m1_base1_d.dds,256x256,BC1_UNORM
223,7-0_output\bah\f1bz\texture\f1bz_m1_base1_d.dds,256x256,BC7_UNORM
224,6-3_output\bah\f1bz\texture\f1bz_m1_eda01_d.dds,1024x1024,BC1_UNORM
224,7-0_output\bah\f1bz\texture\f1bz_m1_eda01_d.dds,1024x1024,BC7_UNORM
225,6-3_output\bah\f1bz\texture\f1bz_m1_eda02_d.dds,1024x1024,BC1_UNORM
225,7-0_output\bah\f1bz\texture\f1bz_m1_eda02_d.dds,1024x1024,BC7_UNORM
226,6-3_output\bah\f1bz\texture\f1bz_m1_liin1_d.dds,2048x2048,BC1_UNORM
226,7-0_output\bah\f1bz\texture\f1bz_m1_liin1_d.dds,2048x2048,BC7_UNORM
227,6-3_output\bah\f1bz\texture\f1bz_m1_liin2_d.dds,2048x2048,BC1_UNORM
227,7-0_output\bah\f1bz\texture\f1bz_m1_liin2_d.dds,2048x2048,BC7_UNORM
228,6-3_output\bah\f1bz\texture\f1bz_m1_liin3_d.dds,2048x2048,BC1_UNORM
228,7-0_output\bah\f1bz\texture\f1bz_m1_liin3_d.dds,2048x2048,BC7_UNORM
229,6-3_output\bah\f1bz\texture\f1bz_m1_liou1_d.dds,2048x2048,BC1_UNORM
229,7-0_output\bah\f1bz\texture\f1bz_m1_liou1_d.dds,2048x2048,BC7_UNORM
230,6-3_output\bah\f1bz\texture\f1bz_m1_liou2_d.dds,2048x2048,BC1_UNORM
230,7-0_output\bah\f1bz\texture\f1bz_m1_liou2_d.dds,2048x2048,BC7_UNORM
231,6-3_output\bah\f1bz\texture\f1bz_m1_liou3_d.dds,2048x2048,BC1_UNORM
231,7-0_output\bah\f1bz\texture\f1bz_m1_liou3_d.dds,2048x2048,BC7_UNORM
232,6-3_output\bah\f1bz\texture\f1bz_m1_liou4_d.dds,2048x2048,BC1_UNORM
232,7-0_output\bah\f1bz\texture\f1bz_m1_liou4_d.dds,2048x2048,BC7_UNORM
233,6-3_output\bah\f1bz\texture\f1bz_m2_line1_d.dds,2048x2048,BC1_UNORM
233,7-0_output\bah\f1bz\texture\f1bz_m2_line1_d.dds,2048x2048,BC7_UNORM
234,6-3_output\bah\f1bz\texture\f1bz_m2_line2_d.dds,2048x2048,BC1_UNORM
234,7-0_output\bah\f1bz\texture\f1bz_m2_line2_d.dds,2048x2048,BC7_UNORM
235,6-3_output\bah\f1bz\texture\f1bz_m2_line3_d.dds,2048x2048,BC1_UNORM
235,7-0_output\bah\f1bz\texture\f1bz_m2_line3_d.dds,2048x2048,BC7_UNORM
236,6-3_output\bah\f1bz\texture\f1bz_m2_line4_d.dds,2048x2048,BC1_UNORM
236,7-0_output\bah\f1bz\texture\f1bz_m2_line4_d.dds,2048x2048,BC7_UNORM
237,6-3_output\bah\f1bz\texture\f1bz_m2_line5_d.dds,2048x2048,BC1_UNORM
237,7-0_output\bah\f1bz\texture\f1bz_m2_line5_d.dds,2048x2048,BC7_UNORM
238,6-3_output\bah\f1bz\texture\f1bz_m2_line6_d.dds,2048x2048,BC1_UNORM
238,7-0_output\bah\f1bz\texture\f1bz_m2_line6_d.dds,2048x2048,BC7_UNORM
239,6-3_output\bah\f1bz\texture\f1bz_m2_yuka1_d.dds,2048x2048,BC1_UNORM
239,7-0_output\bah\f1bz\texture\f1bz_m2_yuka1_d.dds,2048x2048,BC7_UNORM
240,6-3_output\bah\f1bz\texture\f1bz_s1_met01_n.dds,1024x1024,BC3_UNORM
240,7-0_output\bah\f1bz\texture\f1bz_s1_met01_n.dds,1024x1024,BC7_UNORM
241,6-3_output\bah\f1bz\texture\f1bz_t1_bah02_n.dds,1024x1024,BC3_UNORM
241,7-0_output\bah\f1bz\texture\f1bz_t1_bah02_n.dds,1024x1024,BC7_UNORM
242,6-3_output\bah\f1bz\texture\f1bz_t1_bah05_n.dds,1024x1024,BC3_UNORM
242,7-0_output\bah\f1bz\texture\f1bz_t1_bah05_n.dds,1024x1024,BC7_UNORM
243,6-3_output\bah\s1b1\texture\s1b1_b1_baha1_n.dds,1024x1024,BC3_UNORM
243,7-0_output\bah\s1b1\texture\s1b1_b1_baha1_n.dds,1024x1024,BC7_UNORM
244,6-3_output\bah\s1b1\texture\s1b1_b1_ito1_d.dds,512x512,BC1_UNORM
244,7-0_output\bah\s1b1\texture\s1b1_b1_ito1_d.dds,512x512,BC7_UNORM
245,6-3_output\bah\s1b1\texture\s1b1_b1_ito2_d.dds,256x512,BC1_UNORM
245,7-0_output\bah\s1b1\texture\s1b1_b1_ito2_d.dds,256x512,BC7_UNORM
246,6-3_output\bah\s1b1\texture\s1b1_b1_pipe1_n.dds,256x512,BC3_UNORM
246,7-0_output\bah\s1b1\texture\s1b1_b1_pipe1_n.dds,256x512,BC7_UNORM
247,6-3_output\bah\s1b2\texture\s1b1_b1_wall2_n.dds,1024x1024,BC3_UNORM
247,7-0_output\bah\s1b2\texture\s1b1_b1_wall2_n.dds,1024x1024,BC7_UNORM
248,6-3_output\bah\s1b2\texture\s1b5_t1_bah02_n.dds,1024x1024,BC3_UNORM
248,7-0_output\bah\s1b2\texture\s1b5_t1_bah02_n.dds,1024x1024,BC7_UNORM
249,6-3_output\bah\s1b2\texture\s1b7_b4_gear1_n.dds,512x512,BC3_UNORM
249,7-0_output\bah\s1b2\texture\s1b7_b4_gear1_n.dds,512x512,BC7_UNORM
251,6-3_output\bah\s1b3\texture\s1b3_b1_wall3_d.dds,1024x1024,BC1_UNORM
251,7-0_output\bah\s1b3\texture\s1b3_b1_wall3_d.dds,1024x1024,BC7_UNORM
252,6-3_output\bah\s1b5\texture\s1b5_s1_met01_n.dds,1024x1024,BC3_UNORM
252,7-0_output\bah\s1b5\texture\s1b5_s1_met01_n.dds,1024x1024,BC7_UNORM
253,6-3_output\bah\s1b5\texture\s1b5_t1_bah02_n.dds,1024x1024,BC3_UNORM
253,7-0_output\bah\s1b5\texture\s1b5_t1_bah02_n.dds,1024x1024,BC7_UNORM
254,6-3_output\bah\s1b5\texture\s1b5_t1_bah05_n.dds,1024x1024,BC3_UNORM
254,7-0_output\bah\s1b5\texture\s1b5_t1_bah05_n.dds,1024x1024,BC7_UNORM
255,6-3_output\bah\s1b7\texture\s1b7_b1_flor2_n.dds,1024x1024,BC3_UNORM
255,7-0_output\bah\s1b7\texture\s1b7_b1_flor2_n.dds,1024x1024,BC7_UNORM
256,6-3_output\bah\s1b7\texture\s1b7_b7_meta2_n.dds,1024x1024,BC3_UNORM
256,7-0_output\bah\s1b7\texture\s1b7_b7_meta2_n.dds,1024x1024,BC7_UNORM
257,6-3_output\bah\s1b7\texture\_s1b7_b1_bah01_n.dds,1024x1024,BC3_UNORM
257,7-0_output\bah\s1b7\texture\_s1b7_b1_bah01_n.dds,1024x1024,BC7_UNORM
258,6-3_output\bah\s1b7\texture\_s1b7_b1_bah03_d.dds,512x512,BC1_UNORM
258,7-0_output\bah\s1b7\texture\_s1b7_b1_bah03_d.dds,512x512,BC7_UNORM
259,6-3_output\btl\m5b1\texture\m5b1_a0_clt01_d.dds,256x256,BC1_UNORM
259,7-0_output\btl\m5b1\texture\m5b1_a0_clt01_d.dds,256x256,BC7_UNORM
260,6-3_output\btl\m5b1\texture\m5b1_a0_clt02_d.dds,256x512,BC1_UNORM
260,7-0_output\btl\m5b1\texture\m5b1_a0_clt02_d.dds,256x512,BC7_UNORM
261,6-3_output\btl\m5b1\texture\m5b1_a0_clt03_d.dds,256x256,BC1_UNORM
261,7-0_output\btl\m5b1\texture\m5b1_a0_clt03_d.dds,256x256,BC7_UNORM
262,6-3_output\btl\m5b1\texture\m5b1_a0_clt04_d.dds,256x256,BC1_UNORM
262,7-0_output\btl\m5b1\texture\m5b1_a0_clt04_d.dds,256x256,BC7_UNORM
263,6-3_output\btl\m5b1\texture\m5b1_a0_clt05_d.dds,256x256,BC1_UNORM
263,7-0_output\btl\m5b1\texture\m5b1_a0_clt05_d.dds,256x256,BC7_UNORM
264,6-3_output\btl\m5b1\texture\m5b1_a0_lth02_d.dds,512x256,BC1_UNORM
264,7-0_output\btl\m5b1\texture\m5b1_a0_lth02_d.dds,512x256,BC7_UNORM
265,6-3_output\btl\m5b1\texture\m5b1_a0_lth04_d.dds,512x256,BC1_UNORM
265,7-0_output\btl\m5b1\texture\m5b1_a0_lth04_d.dds,512x256,BC7_UNORM
266,6-3_output\btl\m5b1\texture\m5b1_a0_lth05_d.dds,512x512,BC1_UNORM
266,7-0_output\btl\m5b1\texture\m5b1_a0_lth05_d.dds,512x512,BC7_UNORM
267,6-3_output\btl\m5b1\texture\m5b1_a0_lth06_d.dds,512x256,BC1_UNORM
267,7-0_output\btl\m5b1\texture\m5b1_a0_lth06_d.dds,512x256,BC7_UNORM
268,6-3_output\btl\m5b1\texture\m5b1_a0_lth07_d.dds,128x256,BC1_UNORM
268,7-0_output\btl\m5b1\texture\m5b1_a0_lth07_d.dds,128x256,BC7_UNORM
269,6-3_output\btl\m5b1\texture\m5b1_a0_lth08_d.dds,256x256,BC1_UNORM
269,7-0_output\btl\m5b1\texture\m5b1_a0_lth08_d.dds,256x256,BC7_UNORM
270,6-3_output\btl\m5b1\texture\m5b1_a0_lth09_d.dds,1024x512,BC1_UNORM
270,7-0_output\btl\m5b1\texture\m5b1_a0_lth09_d.dds,1024x512,BC7_UNORM
271,6-3_output\btl\m5b1\texture\m5b1_a0_lth10_d.dds,128x256,BC1_UNORM
271,7-0_output\btl\m5b1\texture\m5b1_a0_lth10_d.dds,128x256,BC7_UNORM
272,6-3_output\btl\m5b1\texture\m5b1_a1_mtl44_d.dds,256x256,BC1_UNORM
272,7-0_output\btl\m5b1\texture\m5b1_a1_mtl44_d.dds,256x256,BC7_UNORM
273,6-3_output\btl\m5b1\texture\m5b1_i1_tnt02_d.dds,256x256,BC1_UNORM
273,7-0_output\btl\m5b1\texture\m5b1_i1_tnt02_d.dds,256x256,BC7_UNORM
274,6-3_output\btl\m5b1\texture\m5b1_i1_tnt03_n.dds,512x512,BC3_UNORM
274,7-0_output\btl\m5b1\texture\m5b1_i1_tnt03_n.dds,512x512,BC7_UNORM
275,6-3_output\btl\m5b1\texture\m5b1_p2_lef02_d.dds,512x1024,BC1_UNORM
275,7-0_output\btl\m5b1\texture\m5b1_p2_lef02_d.dds,512x1024,BC7_UNORM
276,6-3_output\btl\m5b1\texture\m5b1_p2_lef03_d.dds,512x1024,BC1_UNORM
276,7-0_output\btl\m5b1\texture\m5b1_p2_lef03_d.dds,512x1024,BC7_UNORM
277,6-3_output\btl\m5b1\texture\m5b1_q1_cob01_n.dds,1024x1024,BC3_UNORM
277,7-0_output\btl\m5b1\texture\m5b1_q1_cob01_n.dds,1024x1024,BC7_UNORM
278,6-3_output\btl\m5b1\texture\_m5b1_p0_lef02_d.dds,512x512,BC1_UNORM
278,7-0_output\btl\m5b1\texture\_m5b1_p0_lef02_d.dds,512x512,BC7_UNORM
279,6-3_output\btl\m5b1\texture\_m5b1_p1_tree1_d.dds,512x1024,BC1_UNORM
279,7-0_output\btl\m5b1\texture\_m5b1_p1_tree1_d.dds,512x1024,BC7_UNORM
280,6-3_output\btl\n4b2\texture\n4b2_a0_g0002_d.dds,256x256,BC1_UNORM
280,7-0_output\btl\n4b2\texture\n4b2_a0_g0002_d.dds,256x256,BC7_UNORM
281,6-3_output\btl\n4b2\texture\n4b2_a0_g0005_d.dds,256x512,BC1_UNORM
281,7-0_output\btl\n4b2\texture\n4b2_a0_g0005_d.dds,256x512,BC7_UNORM
282,6-3_output\btl\n4b2\texture\n4b2_a0_mtl01_d.dds,128x512,BC1_UNORM
282,7-0_output\btl\n4b2\texture\n4b2_a0_mtl01_d.dds,128x512,BC7_UNORM
283,6-3_output\btl\n4b2\texture\n4b2_a0_stn01_d.dds,512x512,BC1_UNORM
283,7-0_output\btl\n4b2\texture\n4b2_a0_stn01_d.dds,512x512,BC7_UNORM
284,6-3_output\btl\n4b2\texture\n4b2_a1_grs01_n.dds,1024x1024,BC3_UNORM
284,7-0_output\btl\n4b2\texture\n4b2_a1_grs01_n.dds,1024x1024,BC7_UNORM
285,6-3_output\btl\n4b2\texture\n4b2_a1_san02_d.dds,1024x256,BC1_UNORM
285,7-0_output\btl\n4b2\texture\n4b2_a1_san02_d.dds,1024x256,BC7_UNORM
286,6-3_output\btl\n4b2\texture\n4b2_a1_san04_d.dds,512x512,BC1_UNORM
286,7-0_output\btl\n4b2\texture\n4b2_a1_san04_d.dds,512x512,BC7_UNORM
287,6-3_output\btl\n4b2\texture\n4b2_a1_stn04_n.dds,1024x1024,BC3_UNORM
287,7-0_output\btl\n4b2\texture\n4b2_a1_stn04_n.dds,1024x1024,BC7_UNORM
288,6-3_output\btl\n4b2\texture\n4b2_a1_stn05_n.dds,512x512,BC3_UNORM
288,7-0_output\btl\n4b2\texture\n4b2_a1_stn05_n.dds,512x512,BC7_UNORM
289,6-3_output\btl\n4b2\texture\n4b2_a1_stn11_n.dds,512x512,BC3_UNORM
289,7-0_output\btl\n4b2\texture\n4b2_a1_stn11_n.dds,512x512,BC7_UNORM
290,6-3_output\btl\n4b2\texture\n4b2_a1_stn12_n.dds,512x512,BC3_UNORM
290,7-0_output\btl\n4b2\texture\n4b2_a1_stn12_n.dds,512x512,BC7_UNORM
291,6-3_output\btl\n4b2\texture\n4b2_a1_stn13_n.dds,512x512,BC3_UNORM
291,7-0_output\btl\n4b2\texture\n4b2_a1_stn13_n.dds,512x512,BC7_UNORM
292,6-3_output\btl\n4b2\texture\n4b2_a1_stn15_n.dds,1024x1024,BC3_UNORM
292,7-0_output\btl\n4b2\texture\n4b2_a1_stn15_n.dds,1024x1024,BC7_UNORM
293,6-3_output\btl\n4b2\texture\n4b2_a1_stn16_n.dds,1024x1024,BC3_UNORM
293,7-0_output\btl\n4b2\texture\n4b2_a1_stn16_n.dds,1024x1024,BC7_UNORM
294,6-3_output\btl\n4b2\texture\n4b2_a1_stn20_n.dds,512x512,BC3_UNORM
294,7-0_output\btl\n4b2\texture\n4b2_a1_stn20_n.dds,512x512,BC7_UNORM
295,6-3_output\btl\n4b2\texture\n4b2_a1_stn23_n.dds,512x512,BC3_UNORM
295,7-0_output\btl\n4b2\texture\n4b2_a1_stn23_n.dds,512x512,BC7_UNORM
296,6-3_output\btl\n4b2\texture\n4b2_a1_stn44_n.dds,512x512,BC3_UNORM
296,7-0_output\btl\n4b2\texture\n4b2_a1_stn44_n.dds,512x512,BC7_UNORM
297,6-3_output\btl\n4b2\texture\n4b2_a1_stn45_n.dds,512x512,BC3_UNORM
297,7-0_output\btl\n4b2\texture\n4b2_a1_stn45_n.dds,512x512,BC7_UNORM
298,6-3_output\btl\n4b2\texture\n4b2_a1_stn50_n.dds,512x512,BC3_UNORM
298,7-0_output\btl\n4b2\texture\n4b2_a1_stn50_n.dds,512x512,BC7_UNORM
299,6-3_output\btl\n4b2\texture\n4b2_a2_mtl50_d.dds,128x128,BC1_UNORM
299,7-0_output\btl\n4b2\texture\n4b2_a2_mtl50_d.dds,128x128,BC7_UNORM
300,6-3_output\btl\n4b2\texture\_n4b2_a1_plt01_d.dds,512x512,BC1_UNORM
300,7-0_output\btl\n4b2\texture\_n4b2_a1_plt01_d.dds,512x512,BC7_UNORM
301,6-3_output\btl\n4b2\texture\_n4b2_a1_plt02_d.dds,512x512,BC1_UNORM
301,7-0_output\btl\n4b2\texture\_n4b2_a1_plt02_d.dds,512x512,BC7_UNORM
302,6-3_output\btl\n4b2\texture\_n4b2_a1_plt03_d.dds,256x256,BC1_UNORM
302,7-0_output\btl\n4b2\texture\_n4b2_a1_plt03_d.dds,256x256,BC7_UNORM
303,6-3_output\btl\n4b2\texture\_n4b2_a1_plt04_d.dds,512x512,BC1_UNORM
303,7-0_output\btl\n4b2\texture\_n4b2_a1_plt04_d.dds,512x512,BC7_UNORM
305,6-3_output\btl\n4b4\texture\n4b4_a0_rem06_n.dds,512x512,BC3_UNORM
305,7-0_output\btl\n4b4\texture\n4b4_a0_rem06_n.dds,512x512,BC7_UNORM
306,6-3_output\btl\n4b4\texture\n4b4_a1_ami01_d.dds,64x64,BC1_UNORM
306,7-0_output\btl\n4b4\texture\n4b4_a1_ami01_d.dds,64x64,BC7_UNORM
307,6-3_output\btl\n4b4\texture\n4b4_a1_kaji2_n.dds,256x256,BC3_UNORM
307,7-0_output\btl\n4b4\texture\n4b4_a1_kaji2_n.dds,256x256,BC7_UNORM
308,6-3_output\btl\n4b4\texture\n4b4_a1_obn01_n.dds,512x256,BC3_UNORM
308,7-0_output\btl\n4b4\texture\n4b4_a1_obn01_n.dds,512x256,BC7_UNORM
309,6-3_output\btl\n4b4\texture\n4b4_a1_rmp01_n.dds,256x256,BC3_UNORM
309,7-0_output\btl\n4b4\texture\n4b4_a1_rmp01_n.dds,256x256,BC7_UNORM
312,6-3_output\btl\n4b4\texture\n4b4_a2_g0001_d.dds,512x512,BC1_UNORM
312,7-0_output\btl\n4b4\texture\n4b4_a2_g0001_d.dds,512x512,BC7_UNORM
315,6-3_output\btl\n4b4\texture\n4b4_a2_stn04_n.dds,1024x1024,BC3_UNORM
315,7-0_output\btl\n4b4\texture\n4b4_a2_stn04_n.dds,1024x1024,BC7_UNORM
322,6-3_output\btl\n4b4\texture\n4b4_a2_stn14_n.dds,256x256,BC3_UNORM
322,7-0_output\btl\n4b4\texture\n4b4_a2_stn14_n.dds,256x256,BC7_UNORM
323,6-3_output\btl\n4b4\texture\n4b4_a2_stn20_n.dds,256x256,BC3_UNORM
323,7-0_output\btl\n4b4\texture\n4b4_a2_stn20_n.dds,256x256,BC7_UNORM
324,6-3_output\btl\n4b4\texture\n4b4_a2_stn23_n.dds,256x256,BC3_UNORM
324,7-0_output\btl\n4b4\texture\n4b4_a2_stn23_n.dds,256x256,BC7_UNORM
325,6-3_output\btl\n4b4\texture\n4b4_a2_stn44_n.dds,512x512,BC3_UNORM
325,7-0_output\btl\n4b4\texture\n4b4_a2_stn44_n.dds,512x512,BC7_UNORM
326,6-3_output\btl\n4b4\texture\n4b4_a2_stn45_n.dds,256x256,BC3_UNORM
326,7-0_output\btl\n4b4\texture\n4b4_a2_stn45_n.dds,256x256,BC7_UNORM
327,6-3_output\btl\n4b4\texture\n4b4_a2_stn50_n.dds,512x512,BC3_UNORM
327,7-0_output\btl\n4b4\texture\n4b4_a2_stn50_n.dds,512x512,BC7_UNORM
328,6-3_output\btl\n4b4\texture\n4b4_a2_stn53_n.dds,256x256,BC3_UNORM
328,7-0_output\btl\n4b4\texture\n4b4_a2_stn53_n.dds,256x256,BC7_UNORM
329,6-3_output\btl\n4b4\texture\n4b4_a2_stn54_n.dds,256x256,BC3_UNORM
329,7-0_output\btl\n4b4\texture\n4b4_a2_stn54_n.dds,256x256,BC7_UNORM
330,6-3_output\btl\n4b4\texture\n4b4_a2_stn56_n.dds,512x512,BC3_UNORM
330,7-0_output\btl\n4b4\texture\n4b4_a2_stn56_n.dds,512x512,BC7_UNORM
331,6-3_output\btl\n4b4\texture\n4b4_a4_pil01_d.dds,256x256,BC1_UNORM
331,7-0_output\btl\n4b4\texture\n4b4_a4_pil01_d.dds,256x256,BC7_UNORM
334,6-3_output\btl\n4b4\texture\n4b4_a5_mtl01_d.dds,256x256,BC1_UNORM
334,7-0_output\btl\n4b4\texture\n4b4_a5_mtl01_d.dds,256x256,BC7_UNORM
335,6-3_output\btl\n4b4\texture\n4b4_a5_mtl19_n.dds,512x1024,BC3_UNORM
335,7-0_output\btl\n4b4\texture\n4b4_a5_mtl19_n.dds,512x1024,BC7_UNORM
348,6-3_output\btl\n4b4\texture\n4b4_t4_wall3_n.dds,512x512,BC3_UNORM
348,7-0_output\btl\n4b4\texture\n4b4_t4_wall3_n.dds,512x512,BC7_UNORM
349,6-3_output\btl\n4b4\texture\_n4b4_a1_ami01_d.dds,128x128,BC1_UNORM
349,7-0_output\btl\n4b4\texture\_n4b4_a1_ami01_d.dds,128x128,BC7_UNORM
350,6-3_output\btl\n4b4\texture\_n4b4_p1_lef01_d.dds,512x512,BC1_UNORM
350,7-0_output\btl\n4b4\texture\_n4b4_p1_lef01_d.dds,512x512,BC7_UNORM
351,6-3_output\btl\n4b4\texture\_n4b4_p1_lef03_d.dds,512x512,BC1_UNORM
351,7-0_output\btl\n4b4\texture\_n4b4_p1_lef03_d.dds,512x512,BC7_UNORM
352,6-3_output\btl\n4b4\texture\_n4b4_p1_plt02_d.dds,256x256,BC1_UNORM
352,7-0_output\btl\n4b4\texture\_n4b4_p1_plt02_d.dds,256x256,BC7_UNORM
353,6-3_output\btl\n4b4\texture\_n4b4_p1_plt03_d.dds,512x512,BC1_UNORM
353,7-0_output\btl\n4b4\texture\_n4b4_p1_plt03_d.dds,512x512,BC7_UNORM
354,6-3_output\btl\n4b4\texture\_n4b4_p1_plt04_d.dds,512x512,BC1_UNORM
354,7-0_output\btl\n4b4\texture\_n4b4_p1_plt04_d.dds,512x512,BC7_UNORM
